deskripsi,category,source
belajar untuk sertifikasi dalam manajemen proyek,pendidikan,df4
menghadiri serangkaian perkuliahan tentang ilmu kognitif,pendidikan,df4
belajar memasak masakan internasional,pendidikan,df4
mengambil kelas kewirausahaan sosial,pendidikan,df4
bergabung dengan kelompok belajar ekonomi,pendidikan,df4
menyelesaikan sertifikasi dalam administrasi bisnis,pendidikan,df4
belajar untuk mendapatkan gelar dalam bidang filsafat,pendidikan,df4
menghadiri seminar tentang pemasaran digital,pendidikan,df4
belajar menggambar dengan seniman profesional,pendidikan,df4
mengikuti kelas konservasi satwa liar,pendidikan,df4
berpartisipasi dalam program pengajaran sukarela,pendidikan,df4
bergabung dengan proyek penelitian tentang studi lingkungan,pendidikan,df4
menyelesaikan kursus tentang algoritma pembelajaran mesin,pendidikan,df4
belajar untuk mendapatkan gelar di bidang antropologi,pendidikan,df4
menghadiri kuliah tentang ekonomi global,pendidikan,df4
belajar menari dengan instruktur lokal,pendidikan,df4
mengambil kelas komunikasi strategis,pendidikan,df4
bergabung dengan kelompok belajar kalkulus,pendidikan,df4
menyelesaikan kursus tentang teknologi komputasi awan,pendidikan,df4
belajar untuk mendapatkan gelar di bidang psikologi,pendidikan,df4
menghadiri seminar hukum internasional,pendidikan,df4
belajar bermain ukulele,pendidikan,df4
mengambil kelas tentang strategi pemasaran,pendidikan,df4
bergabung dengan kursus pendalaman bahasa,pendidikan,df4
menyelesaikan gelar di bidang rekayasa perangkat lunak,pendidikan,df4
belajar untuk sertifikasi profesional di bidang keamanan siber,pendidikan,df4
menghadiri serangkaian kuliah tentang kebijakan publik,pendidikan,df4
belajar coding di ruby,pendidikan,df4
mengambil kelas tentang etika lingkungan,pendidikan,df4
bergabung dengan kelompok belajar biologi,pendidikan,df4
menyelesaikan kursus tentang komputasi awan,pendidikan,df4
belajar untuk gelar di bidang teknik sipil,pendidikan,df4
menghadiri seminar tentang manajemen strategis,pendidikan,df4
belajar membuat kue kering dengan chef profesional,pendidikan,df4
mengikuti kursus menulis kreatif puisi,pendidikan,df4
berpartisipasi dalam produksi teater komunitas,pendidikan,df4
menyelesaikan sertifikasi dalam analisis bisnis,pendidikan,df4
belajar untuk mendapatkan gelar di bidang antropologi,pendidikan,df4
menghadiri seminar tentang masalah kesehatan masyarakat,pendidikan,df4
belajar coding di java,pendidikan,df4
mengambil mata kuliah hukum lingkungan hidup,pendidikan,df4
bergabung dengan kelompok belajar kimia,pendidikan,df4
menyelesaikan kursus tentang pembelajaran mesin,pendidikan,df4
belajar untuk mendapatkan gelar dalam ilmu politik,pendidikan,df4
menghadiri seminar tentang pemasaran media sosial,pendidikan,df4
belajar bermain klarinet,pendidikan,df4
mengambil kelas perencanaan strategis,pendidikan,df4
bergabung dengan proyek penelitian tentang genetika,pendidikan,df4
menyelesaikan sertifikasi dalam analisis keuangan,pendidikan,df4
belajar untuk mendapatkan gelar di bidang jurnalisme,pendidikan,df4
menghadiri serangkaian lokakarya seni,pendidikan,df4
belajar memainkan trombon,pendidikan,df4
mengambil kelas tentang pengambilan keputusan berdasarkan data,pendidikan,df4
bergabung dengan kelompok belajar fisika,pendidikan,df4
menyelesaikan sertifikasi dalam pemasaran digital,pendidikan,df4
belajar untuk mendapatkan gelar di bidang kimia,pendidikan,df4
menghadiri seri kuliah tentang filsafat modern,pendidikan,df4
belajar merajut dengan klub merajut lokal,pendidikan,df4
mengambil kelas studi film,pendidikan,df4
berpartisipasi dalam program pengajaran sukarela,pendidikan,df4
bergabung dengan proyek penelitian biologi kelautan,pendidikan,df4
menyelesaikan sertifikasi keamanan siber,pendidikan,df4
belajar untuk mendapatkan gelar di bidang teknik mesin,pendidikan,df4
menghadiri seminar tentang kelestarian lingkungan,pendidikan,df4
belajar bermain obo,pendidikan,df4
mengambil kelas tentang kepemimpinan strategis,pendidikan,df4
bergabung dengan tim debat untuk latihan,pendidikan,df4
menyelesaikan kursus pengembangan perangkat lunak,pendidikan,df4
belajar untuk mendapatkan gelar di bidang pendidikan,pendidikan,df4
menghadiri serangkaian seminar tentang administrasi publik,pendidikan,df4
belajar membuat kue dengan koki profesional,pendidikan,df4
mengikuti workshop menulis kreatif untuk memoar,pendidikan,df4
berpartisipasi dalam kursus produksi teater,pendidikan,df4
menyelesaikan sertifikasi di bidang informatika kesehatan,pendidikan,df4
belajar untuk mendapatkan gelar dalam pekerjaan sosial,pendidikan,df4
menghadiri seminar tentang keterampilan kepemimpinan,pendidikan,df4
belajar coding dalam html dan css,pendidikan,df4
mengambil kelas pemasaran digital,pendidikan,df4
mengikuti kelompok belajar kimia organik,pendidikan,df4
menyelesaikan kursus tentang kepemimpinan etis,pendidikan,df4
belajar untuk gelar di bidang teknologi informasi,pendidikan,df4
menghadiri seminar tentang ilmu perilaku,pendidikan,df4
belajar memainkan saksofon,pendidikan,df4
mengikuti kelas perencanaan keuangan,pendidikan,df4
bergabung dengan klub pertukaran bahasa,pendidikan,df4
menyelesaikan gelar di bidang rekayasa perangkat lunak,pendidikan,df4
belajar untuk sertifikasi profesional di bidang hr,pendidikan,df4
menghadiri serangkaian perkuliahan tentang kajian budaya,pendidikan,df4
belajar coding dalam sql,pendidikan,df4
mengikuti kelas konservasi laut,pendidikan,df4
mendaftar di bootcamp pengkodean untuk pengembangan tumpukan penuh,pendidikan,df4
berpartisipasi dalam kursus pemasaran digital online,pendidikan,df4
belajar untuk sat dengan guru privat,pendidikan,df4
mengikuti kelas tembikar di pusat komunitas setempat,pendidikan,df4
bergabung dengan program gelar universitas dalam ilmu lingkungan,pendidikan,df4
menghadiri diskusi sastra di klub buku lokal,pendidikan,df4
belajar bahasa prancis dengan tutor bahasa,pendidikan,df4
menyelesaikan sertifikasi manajemen proyek,pendidikan,df4
menghadiri lokakarya penulisan kreatif,pendidikan,df4
mendaftar untuk kursus fotografi profesional,pendidikan,df4
mengikuti webinar literasi keuangan,pendidikan,df4
berpartisipasi dalam perkemahan sains musim panas untuk remaja,pendidikan,df4
mengambil pelajaran gitar di sekolah musik,pendidikan,df4
menghadiri seminar kesadaran kesehatan mental,pendidikan,df4
belajar untuk gre dengan kelompok belajar,pendidikan,df4
mendaftar di kelas master memasak gourmet,pendidikan,df4
belajar desain grafis melalui video online,pendidikan,df4
mengikuti workshop public speaking dan komunikasi,pendidikan,df4
mengikuti kursus keberlanjutan tentang hidup ramah lingkungan,pendidikan,df4
menghadiri seri kuliah sejarah dunia,pendidikan,df4
bergabung dengan klub taman komunitas untuk belajar tentang hortikultura,pendidikan,df4
menyelesaikan sertifikasi pertolongan pertama dan cpr,pendidikan,df4
mendaftar dalam program mba online,pendidikan,df4
menghadiri program pendalaman bahasa spanyol,pendidikan,df4
bergabung dengan kelompok belajar kalkulus,pendidikan,df4
berpartisipasi dalam seminar pengembangan kepemimpinan,pendidikan,df4
mengambil kelas pemrograman komputer,pendidikan,df4
belajar bermain piano di konservatori musik,pendidikan,df4
belajar untuk lsat dengan kursus persiapan,pendidikan,df4
mengikuti workshop pembuatan film dan penyutradaraan,pendidikan,df4
mendaftar dalam program mfa penulisan kreatif,pendidikan,df4
menghadiri kelas merajut di toko kerajinan,pendidikan,df4
menyelesaikan kursus kesehatan dan gizi,pendidikan,df4
berpartisipasi dalam klub robotika dan teknik,pendidikan,df4
mengikuti kelas kewirausahaan,pendidikan,df4
menghadiri konferensi perubahan iklim,pendidikan,df4
belajar untuk ujian pengacara dengan kursus review,pendidikan,df4
bergabung dengan seri kuliah sejarah seni,pendidikan,df4
belajar memasak di lembaga kuliner,pendidikan,df4
menghadiri retret meditasi kesadaran,pendidikan,df4
mendaftar dalam program pelatihan kejuruan untuk pertukangan kayu,pendidikan,df4
menyelesaikan lokakarya tentang pengembangan web,pendidikan,df4
mengambil kelas energi terbarukan dan keberlanjutan,pendidikan,df4
bergabung dengan klub catur untuk meningkatkan strategi,pendidikan,df4
belajar untuk gmat dengan panduan belajar,pendidikan,df4
berpartisipasi dalam program pengajaran sukarela di luar negeri,pendidikan,df4
menghadiri seminar keamanan siber dan keamanan informasi,pendidikan,df4
belajar menjahit melalui kelas online,pendidikan,df4
bergabung dengan tim debat untuk meningkatkan pemikiran kritis,pendidikan,df4
mengikuti kelas melukis cat air,pendidikan,df4
menghadiri lokakarya praktikum biologi,pendidikan,df4
mendaftar dalam program gelar arsitektur,pendidikan,df4
berpartisipasi dalam kursus konservasi satwa liar,pendidikan,df4
belajar untuk mcat dengan kelas persiapan,pendidikan,df4
bergabung dengan kelompok pemeragaan sejarah,pendidikan,df4
menyelesaikan kursus fotografi dan pengeditan digital,pendidikan,df4
belajar bahasa isyarat di community college setempat,pendidikan,df4
mengikuti kelas cpr dan tanggap darurat,pendidikan,df4
menghadiri rangkaian kuliah ekonomi,pendidikan,df4
mendaftar di kelas tari kontemporer,pendidikan,df4
berpartisipasi dalam bootcamp rekayasa perangkat lunak,pendidikan,df4
mengikuti lokakarya penulisan dan kritik puisi,pendidikan,df4
belajar untuk ujian sertifikasi keperawatan,pendidikan,df4
menghadiri kunjungan studi lapangan geologi,pendidikan,df4
menyelesaikan kursus manajemen keuangan pribadi,pendidikan,df4
belajar coding dengan mentor,pendidikan,df4
mengikuti kelas keramik di sanggar seni,pendidikan,df4
menghadiri konferensi ilmu politik dan kebijakan publik,pendidikan,df4
mendaftar dalam program kesehatan dan kesejahteraan masyarakat,pendidikan,df4
bergabung dengan kelompok studi keberlanjutan dan kehidupan hijau,pendidikan,df4
berpartisipasi dalam lokakarya jurnalisme dan media,pendidikan,df4
belajar untuk mendapatkan kredensial mengajar,pendidikan,df4
menghadiri seminar tentang kecerdasan buatan dan pembelajaran mesin,pendidikan,df4
mengikuti kelas resolusi konflik dan mediasi,pendidikan,df4
bergabung dengan klub matematika untuk kompetisi pemecahan masalah,pendidikan,df4
belajar menari salsa di sanggar tari lokal,pendidikan,df4
menghadiri sesi laboratorium fisika untuk percobaan praktis,pendidikan,df4
mendaftar dalam program seni dan desain kreatif,pendidikan,df4
menyelesaikan kursus pengembangan kepemimpinan dan manajemen,pendidikan,df4
berpartisipasi dalam klub astronomi untuk mengamati bintang,pendidikan,df4
mengambil kelas komputer grafis dan animasi,pendidikan,df4
menghadiri rangkaian kuliah kimia,pendidikan,df4
bergabung dengan kelompok pertukaran bahasa untuk latihan,pendidikan,df4
belajar untuk ujian lisensi real estat,pendidikan,df4
belajar tembikar melalui lokakarya langsung,pendidikan,df4
berpartisipasi dalam kursus strategi pemasaran media sosial,pendidikan,df4
mengikuti kelas menulis nonfiksi kreatif,pendidikan,df4
menghadiri seminar filsafat dan etika,pendidikan,df4
mendaftar dalam program sertifikasi teknis,pendidikan,df4
menyelesaikan kursus tentang peradaban dan sejarah kuno,pendidikan,df4
bergabung dengan tim robotika untuk kompetisi,pendidikan,df4
belajar untuk ujian sains aktuaria,pendidikan,df4
menghadiri laboratorium genetika dan lokakarya penelitian,pendidikan,df4
belajar merajut melalui kelas komunitas,pendidikan,df4
mengikuti kursus merangkai bunga dan desain,pendidikan,df4
berpartisipasi dalam program pelatihan pertolongan pertama,pendidikan,df4
menyelesaikan mata kuliah anatomi dan fisiologi manusia,pendidikan,df4
bergabung dengan klub analisis dan kritik film,pendidikan,df4
belajar untuk gelar psikologi,pendidikan,df4
menghadiri serangkaian perkuliahan seni dan budaya,pendidikan,df4
belajar pertukangan melalui pelatihan kejuruan,pendidikan,df4
mengambil mata kuliah hubungan internasional dan diplomasi,pendidikan,df4
berpartisipasi dalam produksi teater dan lokakarya akting,pendidikan,df4
menyelesaikan sertifikasi pemasaran dan strategi digital,pendidikan,df4
bergabung dengan klub hiking untuk pendidikan lingkungan,pendidikan,df4
belajar untuk gelar phd di bidang sastra,pendidikan,df4
menghadiri seminar strategi bisnis dan manajemen,pendidikan,df4
belajar fotografi di community college setempat,pendidikan,df4
mengambil kelas perencanaan dan pembangunan kota,pendidikan,df4
berpartisipasi dalam lokakarya kebijakan dan administrasi publik,pendidikan,df4
mengikuti kursus berkebun untuk keterampilan praktis hortikultura,pendidikan,df4
menyelesaikan kursus tentang peretasan etis dan keamanan siber,pendidikan,df4
belajar untuk sertifikasi nutrisi dan dietetika,pendidikan,df4
menghadiri rangkaian kuliah sosiologi,pendidikan,df4
belajar memasak melalui kelas kuliner online,pendidikan,df4
mengikuti kursus produksi dan penyutradaraan film,pendidikan,df4
bergabung dengan kelompok penulis kreatif untuk fiksi,pendidikan,df4
berpartisipasi dalam ilmu kesehatan dan program kedokteran,pendidikan,df4
menyelesaikan bootcamp pengembangan web dan pengkodean,pendidikan,df4
belajar untuk mendapatkan lisensi pilot,pendidikan,df4
menghadiri lokakarya pemikiran kreatif dan inovasi,pendidikan,df4
belajar bermain biola di sekolah musik,pendidikan,df4
mengambil kelas manajemen dan perencanaan keuangan,pendidikan,df4
mengikuti seminar penelitian psikologi,pendidikan,df4
bergabung dengan klub sejarah untuk berdiskusi dan berdebat,pendidikan,df4
menyelesaikan mata kuliah biologi kelautan dan oseanografi,pendidikan,df4
belajar untuk ujian teori musik dan komposisi,pendidikan,df4
menghadiri seminar teknik dan teknologi,pendidikan,df4
belajar menggambar melalui tutorial dan video online,pendidikan,df4
mengambil kelas master menulis kreatif untuk bercerita,pendidikan,df4
berpartisipasi dalam lokakarya penyutradaraan dan produksi film,pendidikan,df4
menyelesaikan sertifikasi dalam analisis dan visualisasi data,pendidikan,df4
belajar untuk ujian lisensi arsitektur,pendidikan,df4
menghadiri kuliah tentang ekonomi dan keuangan global,pendidikan,df4
bergabung dengan klub coding untuk proyek kolaboratif,pendidikan,df4
mengikuti lokakarya tembikar di sanggar seni,pendidikan,df4
belajar berbicara bahasa italia dengan pasangan bahasa,pendidikan,df4
mengikuti kursus film dokumenter,pendidikan,df4
menyelesaikan program pelatihan keamanan siber dan jaminan informasi,pendidikan,df4
belajar untuk sertifikasi teknisi veteriner,pendidikan,df4
menghadiri seminar mekanika kuantum dan fisika,pendidikan,df4
mengambil kelas desain fashion dan merchandising,pendidikan,df4
bergabung dengan program pelatihan guru yoga,pendidikan,df4
berpartisipasi dalam lokakarya seni dan kerajinan kreatif,pendidikan,df4
menyelesaikan gelar nutrisi dan dietetika,pendidikan,df4
belajar untuk ujian ilmu lingkungan,pendidikan,df4
menghadiri seminar tentang transformasi dan inovasi digital,pendidikan,df4
belajar memahat dengan tanah liat di sanggar seni,pendidikan,df4
mengikuti kursus pemasaran dan branding strategis,pendidikan,df4
berpartisipasi dalam program studi di luar negeri di eropa,pendidikan,df4
bergabung dengan kelompok analisis sastra untuk diskusi buku,pendidikan,df4
menyelesaikan kursus tentang teknologi energi terbarukan,pendidikan,df4
belajar untuk gelar pekerjaan sosial,pendidikan,df4
menghadiri kuliah teori politik dan pemerintahan,pendidikan,df4
belajar coding dengan bahasa pemrograman python,pendidikan,df4
mengikuti kelas teknik fotografi lanskap,pendidikan,df4
berpartisipasi dalam lokakarya keterampilan dan pengembangan kepemimpinan,pendidikan,df4
menyelesaikan gelar di bidang ilmu dan teknik komputer,pendidikan,df4
belajar untuk gelar hukum dengan fokus pada hukum perusahaan,pendidikan,df4
menghadiri seminar tentang pembelajaran mesin dan ai,pendidikan,df4
mempelajari dasar-dasar desain grafis dengan adobe creative suite,pendidikan,df4
mengikuti kelas tari kreatif di sanggar lokal,pendidikan,df4
bergabung dengan kelompok studi penelitian untuk proyek akademik,pendidikan,df4
menyelesaikan mata kuliah bioteknologi dan rekayasa genetika,pendidikan,df4
belajar untuk gelar kedokteran dengan spesialisasi di bidang bedah,pendidikan,df4
menghadiri seri kuliah tentang sejarah kuno dan arkeologi,pendidikan,df4
belajar membuat kue dengan pastry chef profesional,pendidikan,df4
mengambil kelas ilustrasi dan desain digital,pendidikan,df4
mengikuti seminar berpikir kritis dan logika,pendidikan,df4
menyelesaikan gelar di bidang teknik mesin,pendidikan,df4
belajar untuk sertifikasi akuntansi,pendidikan,df4
menghadiri seminar tentang kebijakan lingkungan dan keberlanjutan,pendidikan,df4
belajar melukis dengan cat air melalui kelas online,pendidikan,df4
